text,keywords,k_count
"Срочно по про переводы физическим лицам; межбаНКовские; сколько по сумме, плиз.","Переводы физическим лицам | Межбанковские | Сумма, млн ₽",3
"Запрос на цифры: в Вклады, ДО ВОСТРЕБОВАНИЯ, в corporate, по Количество операций, в Плавающая ставка, КОРОТКИЕ.",Corporate | Вклады | До востребования | Плавающая ставка | Короткие | Количество операций,6
"Срочно по по операциям + в Длинные + до востребования + SME, плиз.",SME | До востребования | Длинные | Количество операций,4
"Нужно быстро посмотреть На три года; по агентские обязательства; сумма, млн ₽; на corporate — что по цифрам?","Corporate | Агентские обязательства | На три года | Сумма, млн ₽",4
Уточни по Вклады и сверь.,Вклады,1
"Эй, по на до востребования — по вклады — про плавающая ставка где статистика?",Вклады | До востребования | Плавающая ставка,3
почемУ Интернет лагАеТ опять?,,0
"Срочно по по Межбанковские; в Срочные; СУММА, МЛН ₽; в переводы юридическим лицам; для переводы; в retail, плиз.","Retail | Переводы | Переводы юридическим лицам | Межбанковские | Срочные | Сумма, млн ₽",6
"По в фиксированная ставка / про короткие / по Corporate / краткосрочные / СУММА, МЛН ₽ / вклады сделай выгрузку срочно!","Corporate | Вклады | Краткосрочные | Фиксированная ставка | Короткие | Сумма, млн ₽",6
"Дай сводку: переводы, Переводы физическим лицам, ВНУТРИ КОМПАНИИ, для по картам.",Переводы | Переводы физическим лицам | Внутри компании | По картам,4
Проверь переводы физическим лицам; в Межбанковские; для sme; по Переводы; по количество операций и отправь.,SME | Переводы | Переводы физическим лицам | Межбанковские | Количество операций,5
"А что у нас по для короткие / Retail / по сумма, млн ₽ / на фиксированная ставка / вклады?","Retail | Вклады | Фиксированная ставка | Короткие | Сумма, млн ₽",5
Собери мне Межбанковские и кинь.,Межбанковские,1
"Покажи, пж, по Количество операций / ПЕРЕВОДЫ / на sme / в Переводы юридическим лицам / МЕЖФИЛИАЛЬНЫЕ.",SME | Переводы | Переводы юридическим лицам | Межфилиальные | Количество операций,5
кушал уже? перрыв сделай.,,0
"Эй, по в Переводы юридическим лицам; в Переводы; в Срочные; СУмМа, млН ₽; в межфилиальные; на corporate где статистика?","Corporate | Переводы | Переводы юридическим лицам | Межфилиальные | Срочные | Сумма, млн ₽",6
"Можно отчёт по на межбанковские, на переводы юридическим лицам, Сумма, млн ₽, по Переводы прямо сейчас?","Переводы | Переводы юридическим лицам | Межбанковские | Сумма, млн ₽",4
"А что у нас по сумма, млн ₽, для фиксированная ставка, для вклады, по короткие, про retail, по До востребования?","Retail | Вклады | До востребования | Фиксированная ставка | Короткие | Сумма, млн ₽",6
Проверь итоговая сумма и отправь.,"Сумма, млн ₽",1
"итоговая сумма нужны сегодня, ок?","Сумма, млн ₽",1
Проверь для офлайн — по рефинансирование — по кредиты — по Потребкредиты — corporate и отправь.,Corporate | Кредиты | Потребкредиты | Офлайн | Рефинансирование,5
Проверь переводы; по переводы физическим лицам; кол-во операций и отправь.,Переводы | Переводы физическим лицам | Количество операций,3
"Покажи, пж, по Количество операций; на длинные; для краткосрочные.",Краткосрочные | Длинные | Количество операций,3
По по Фиксированная ставка — Вклады сделай выгрузку срочно!,Вклады | Фиксированная ставка,2
"Срочно по Рефинансирование / по Кредиты / в Онлайн, плиз.",Кредиты | Онлайн | Рефинансирование,3
"Собери мне по количество операций, на переводы и кинь.",Переводы | Количество операций,2
"Покажи, пж, для на год, Без продления, в Corporate, про агентские обязательства, на кредиты, в сумма, млн ₽.","Corporate | Кредиты | Агентские обязательства | На год | Без продления | Сумма, млн ₽",6
"Доставк забрали? окей, спасибо!",,0
А что у нас по в sme + короткие + в Фиксированная ставка + по Вклады + количество операций + Краткосрочные?,SME | Вклады | Краткосрочные | Фиксированная ставка | Короткие | Количество операций,6
А что у нас по по Переводы?,Переводы,1
Собери мне переводы физическим лицам — на внутри компании — по Переводы и кинь.,Переводы | Переводы физическим лицам | Внутри компании,3
для количество операций. Срочно пришли отчёт.,Количество операций,1
"Фиксированная ставка, сколько по сумме, Короткие, на вклады, до ВострЕбОВАНия нужны сегодня, ок?","Вклады | До востребования | Фиксированная ставка | Короткие | Сумма, млн ₽",5
Запрос на цифры: КОЛИЧЕСТВО ОПЕРАЦИЙ + в sme + в краткосрочные.,SME | Краткосрочные | Количество операций,3
"в кредиты — на потребкредиты нужны сегодня, ок?",Кредиты | Потребкредиты,2
Уточни на corporate + по срочные + по сумме + по переводы юридическим лицам + для межфилиальные и сверь.,"Corporate | Переводы юридическим лицам | Межфилиальные | Срочные | Сумма, млн ₽",5
"док КИНу вечером, не забудь.",,0
"Покажи, пж, кредиты; ипотека; на sme; про вторичка.",SME | Кредиты | Ипотека | Вторичка,4
Можно отчёт по ВКЛАДЫ — ДО ВОСТРЕБОВАНИЯ — по Corporate — по Количество операций — Фиксированная ставка — в Длинные прямо сейчас?,Corporate | Вклады | До востребования | Фиксированная ставка | Длинные | Количество операций,6
почеМу ИнтеРНЕт лАгАЕт оПЯть?,,0
"Напомни: что видно по на внутри компании, для переводы физическим лицам, SME, про переводы, для количество операций?",SME | Переводы | Переводы физическим лицам | Внутри компании | Количество операций,5
"Нужно быстро посмотреть Офлайн — для сумма, млн ₽ — РЕФИНАНСИРОВАНИЕ — в sme — ПОТРЕБКРЕДИТЫ — что по цифрам?","SME | Потребкредиты | Офлайн | Рефинансирование | Сумма, млн ₽",5
"для обычные нужны сегодня, ок?",Обычные,1
Собери мне по Вклады + для фиксированная ставка и кинь.,Вклады | Фиксированная ставка,2
Дай сводку: длинные; Д овостребования.,До востребования | Длинные,2
"Доставку забрли? окей, спасибо!",,0
"А что у нас по для переводы, по SME, по Переводы юридическим лицам?",SME | Переводы | Переводы юридическим лицам,3
"погода тАк сеБЕ, дождь МорОсит.",,0
по Плавающая ставка — на краткосрочные — ВКЛАДЫ. Срочно пришли отчёт.,Вклады | Краткосрочные | Плавающая ставка,3
"Покажи, пж, для ипотека / на вторичка / для retail / в Сумма, млн ₽ / КРЕДИТЫ / в с господдержкой.","Retail | Кредиты | Ипотека | Вторичка | С господдержкой | Сумма, млн ₽",6
"Эй, по на переводы; переводы физическим лицам; corporate где статистика?",Corporate | Переводы | Переводы физическим лицам,3
"Запрос на цифры: в Межфилиальные + по Сумма, млн ₽ + по Переводы юридическим лицам + corporate + в переводы.","Corporate | Переводы | Переводы юридическим лицам | Межфилиальные | Сумма, млн ₽",5
"Уточни для переводы, в количество операций, sme, переводы юридическим лицам и сверь.",SME | Переводы | Переводы юридическим лицам | Количество операций,4
"ДоставКу зАБРаЛИ? оКей, сПасибО!",,0
Уточни по sme и сверь.,SME,1
"Срочно по ПОТРЕБКРЕДИТЫ — в Онлайн — кредиты — по retail, плиз.",Retail | Кредиты | Потребкредиты | Онлайн,4
Напомни: что видно по Кредиты; в Corporate; Потребкредиты; на количество операций?,Corporate | Кредиты | Потребкредиты | Количество операций,4
"Эй, по по переводы физическим лицам + межбанковские + CORPORATE + для переводы где статистика?",Corporate | Переводы | Переводы физическим лицам | Межбанковские,4
БрОнЬ на завТрА ПодТвЕрдиШь?,,0
"Покажи, пж, CORPORATE; по Межбанковские; Переводы; в срочные; на переводы юридическим лицам.",Corporate | Переводы | Переводы юридическим лицам | Межбанковские | Срочные,5
Собери мне retail и кинь.,Retail,1
укшал уже? перерыв сделай.,,0
Уточни по короткие и сверь.,Короткие,1
А что у нас по в Офлайн?,Офлайн,1
"для количество операций — про переводы — в SME нужны сегодня, ок?",SME | Переводы | Количество операций,3
на кредиты; в Вторичка. Срочно пришли отчёт.,Кредиты | Вторичка,2
Напомни: что видно по по До востребования?,До востребования,1
"Уточни По счтам, ПЕРЕВОДЫ, внутри компании, по sme, по Количество операций, ПЕРЕВОДЫ ФИЗИЧЕСКИМ ЛИЦАМ и сверь.",SME | Переводы | Переводы физическим лицам | Внутри компании | По счетам | Количество операций,6
Собери мне на межбанковские — на количество операций и кинь.,Межбанковские | Количество операций,2
А что у нас по по сумме — межбанковские — по retail?,"Retail | Межбанковские | Сумма, млн ₽",3
бронь на завтра пдотвердишь?,,0
"про короткие, по Вклады, в сумма, млн ₽, на фиксированная ставка, Coroprate, в Краткосрочные нужны сегодня, ок?","Corporate | Вклады | Краткосрочные | Фиксированная ставка | Короткие | Сумма, млн ₽",6
"в сумма, млн ₽, СРОЧНЫЕ, по Переводы, по переводы юридическим лицам, в Corporate, межфилиальные нужны сегодня, ок?","Corporate | Переводы | Переводы юридическим лицам | Межфилиальные | Срочные | Сумма, млн ₽",6
"ДОставку заБРАлИ? окей, СпасибО!",,0
"Срочно по CORPORATE — ИПОТЕКА — по кредиты — СУММА, МЛН ₽ — на вторичка — по без господдержки, плиз.","Corporate | Кредиты | Ипотека | Вторичка | Без господдержки | Сумма, млн ₽",6
"По по операциям, corporate, в Вклады, для краткосрочные, про плавающая ставка сделай выгрузку срочно!",Corporate | Вклады | Краткосрочные | Плавающая ставка | Количество операций,5
"Уточни Кредиты, по Вторичка, сколько по сумме и сверь.","Кредиты | Вторичка | Сумма, млн ₽",3
на по счетам + для внутри компании + в переводы + CORPORATE + для количество операций. Срочно пришли отчёт.,Corporate | Переводы | Внутри компании | По счетам | Количество операций,5
"А что у нас по Сумма, млн ₽, про межбанковские, на переводы физическим лицам, про переводы?","Переводы | Переводы физическим лицам | Межбанковские | Сумма, млн ₽",4
почему интерент лагает опять?,,0
Уточни по Срочные — ПЕРЕВОДЫ ЮРИДИЧЕСКИМ ЛИЦАМ — про переводы и сверь.,Переводы | Переводы юридическим лицам | Срочные,3
Напомни: что видно по в Потребкредиты + оНлайн + про количество операций + КРЕДИТЫ?,Кредиты | Потребкредиты | Онлайн | Количество операций,4
брОнь на завтра ПодтвЕрдишь?,,0
СОзвоН ПерЕнесём нА ПОзЖе?,,0
Дай сводку: в Retail / по переводы.,Retail | Переводы,2
Запрос на цифры: Переводы + в количество операций + про межбанковские + по срочные + CORPORATE + для переводы юридическим лицам.,Corporate | Переводы | Переводы юридическим лицам | Межбанковские | Срочные | Количество операций,6
"Покажи, пж, по вклады / по фиксированная ставка / sme / на до востребования.",SME | Вклады | До востребования | Фиксированная ставка,4
Где ПреЗЕнтацИя ВЧерашняя лежит?,,0
по Краткосрочные / для короткие / в Вклады. Срочно пришли отчёт.,Вклады | Краткосрочные | Короткие,3
По в Retail / кредиты сделай выгрузку срочно!,Retail | Кредиты,2
"А что у нас по по Без господдержки, Кредиты, SME?",SME | Кредиты | Без господдержки,3
созВон перенесём НА позже?,,0
"По для переводы физическим лицам / на сумма, млн ₽ / по переводы / sme / про внутри компании сделай выгрузку срочно!","SME | Переводы | Переводы физическим лицам | Внутри компании | Сумма, млн ₽",5
"Срочно по по Внутри компании, плиз.",Внутри компании,1
Проверь ПО КАРТАМ + для переводы физическим лицам + на corporate + МЕЖБАНКОВСКИЕ + ПЕРЕВОДЫ + по сумме и отправь.,"Corporate | Переводы | Переводы физическим лицам | Межбанковские | По картам | Сумма, млн ₽",6
А что у нас по по Кредиты; на retail; для количество операций; Первичка?,Retail | Кредиты | Первичка | Количество операций,4
"По в Длинные / SME / про краткосрочные / про сумма, млн ₽ / фиксированная ставка / ВКЛАДЫ сделай выгрузку срочно!","SME | Вклады | Краткосрочные | Фиксированная ставка | Длинные | Сумма, млн ₽",6
Напомни: что видно по на кредиты — на первичка?,Кредиты | Первичка,2
Напомни: что видно по в Фиксированная ставка; по вклады; по Длинные; по retail; КолиЧество оперАЦИЙ; для краткосрочные?,Retail | Вклады | Краткосрочные | Фиксированная ставка | Длинные | Количество операций,6
"фиксированная ставка; для вклады; про сумма, млн ₽; на до востребования; в Короткие; по SME нужны сегодня, ок?","SME | Вклады | До востребования | Фиксированная ставка | Короткие | Сумма, млн ₽",6
"на вклады + Сумма, млн ₽ + Corporate нужны сегодня, ок?","Corporate | Вклады | Сумма, млн ₽",3
"пОгОда так Себе, ДоЖдь МоросиТ.",,0
"Эй, по на sme где статистика?",SME,1
"Срочно по Retail, плиз.",Retail,1
"Эй, по в до востребования где статистика?",До востребования,1
"переводы юридическим лицам — обычные — по sme — в сумма, млн ₽ нужны сегодня, ок?","SME | Переводы юридическим лицам | Обычные | Сумма, млн ₽",4
Напомни: что видно по Короткие / по вклады / плавающая ставка?,Вклады | Плавающая ставка | Короткие,3
Запрос на цифры: для corporate + по Офлайн.,Corporate | Офлайн,2
Запрос на цифры: для вклады.,Вклады,1
Собери мне для потребкредиты — по Corporate и кинь.,Corporate | Потребкредиты,2
"Эй, по по ипотека; в Сумма, млн ₽ где статистика?","Ипотека | Сумма, млн ₽",2
"для плавающая ставка — про вклады — на sme — для до востребования — на короткие нужны сегодня, ок?",SME | Вклады | До востребования | Плавающая ставка | Короткие,5
"переводы физическим лицам, сколько по сумме, по SME. Срочно пришли отчёт.","SME | Переводы физическим лицам | Сумма, млн ₽",3
"Собери мне Переводы юридическим лицам, в обычные, Межфилиальные, по Переводы, для количество операций, по retail и кинь.",Retail | Переводы | Переводы юридическим лицам | Межфилиальные | Обычные | Количество операций,6
"Срочно по на переводы + про сумма, млн ₽ + для retail + про переводы юридическим лицам, плиз.","Retail | Переводы | Переводы юридическим лицам | Сумма, млн ₽",4
"Проверь про потребкредиты, Сумма, млн ₽ и отправь.","Потребкредиты | Сумма, млн ₽",2
"в retail; в вклады нужны сегодня, ок?",Retail | Вклады,2
"про количество операций; на sme; по переводы; про по картам; Внутри компании нужны сегодня, ок?",SME | Переводы | Внутри компании | По картам | Количество операций,5
"По ПЕРЕВОДЫ ФИЗИЧЕСКИМ ЛИЦАМ, по По картам, переводы, по Сумма, млн ₽, corporate сделай выгрузку срочно!","Corporate | Переводы | Переводы физическим лицам | По картам | Сумма, млн ₽",5
"Покажи, пж, на кредиты + ПОТРЕБКРЕДИТЫ + про офлайн + КОЛИЧЕСТВО ОПЕРАЦИЙ.",Кредиты | Потребкредиты | Офлайн | Количество операций,4
Можно отчёт по в Corporate — для ипотека — в кредиты прямо сейчас?,Corporate | Кредиты | Ипотека,3
"Дай сводку: итоговая сумма, ипотека.","Ипотека | Сумма, млн ₽",2
"Срочно по по Межбанковские — по переводы — SME, плиз.",SME | Переводы | Межбанковские,3
"Как дел? чайник кипит, всё норм.",,0
Дай сводку: КРЕДИТЫ — для офлайн.,Кредиты | Офлайн,2
А что у нас по Corporate?,Corporate,1
Кушал уЖе? пеРеРыВ сдЕлай.,,0
"Срочно по corporate + КОЛИЧЕСТВО ОПЕРАЦИЙ, плиз.",Corporate | Количество операций,2
Собери мне про без господдержки — про вторичка — SME и кинь.,SME | Вторичка | Без господдержки,3
А что у нас по Коротике?,Короткие,1
поЧемУ ИнтерНеТ лагает оПять?,,0
"Покажи, пж, на кредиты; по операциям; на на три года.",Кредиты | На три года | Количество операций,3
"по Retail, ВклАды, до востребования нужны сегодня, ок?",Retail | Вклады | До востребования,3
Запрос на цифры: для рефинансирование + про офлайн.,Офлайн | Рефинансирование,2
"Проверь по SME, по Ипотека и отправь.",SME | Ипотека,2
"Собери мне в Фиксированная ставка + длинные + в Corporate + по сумма, млн ₽ + краткосрочные + про вклады и кинь.","Corporate | Вклады | Краткосрочные | Фиксированная ставка | Длинные | Сумма, млн ₽",6
Уточни Corporate и сверь.,Corporate,1
"Док кину вечером, н забудь.",,0
"Нужно быстро посмотреть Бе зпродления — в кредиты — про сумма, млн ₽ — в агентские обязательства — CORPORATE — на на три года — что по цифрам?","Corporate | Кредиты | Агентские обязательства | На три года | Без продления | Сумма, млн ₽",6
"Срочно по на количество операций + в кредиты + по Без господдержки + ипотека, плиз.",Кредиты | Ипотека | Без господдержки | Количество операций,4
"по онлайн, SME, по сумме, про рефинансирование, ПотребКРедиты, про кредиты. Срочно пришли отчёт.","SME | Кредиты | Потребкредиты | Онлайн | Рефинансирование | Сумма, млн ₽",6
"погодА так сЕбе, Дождь мОрОсИТ.",,0
Количество операций — на переводы физическим лицам — переводы — про межбанковские — По счетам. Срочно пришли отчёт.,Переводы | Переводы физическим лицам | Межбанковские | По счетам | Количество операций,5
Нужно быстро посмотреть CORPORATE — в Переводы физическим лицам — ВНУТРИ КОМПАНИИ — по Количество операций — что по цифрам?,Corporate | Переводы физическим лицам | Внутри компании | Количество операций,4
Нужно быстро посмотреть ВКЛАДЫ; сколько по сумме; Корткие; в SME; ПЛАВАЮЩАЯ СТАВКА — что по цифрам?,"SME | Вклады | Плавающая ставка | Короткие | Сумма, млн ₽",5
А что у нас по SME + Межфлиальные + Количество операций + по переводы?,SME | Переводы | Межфилиальные | Количество операций,4
Уточни для sme; сколько по сумме; ПЕРЕВОДЫ и сверь.,"SME | Переводы | Сумма, млн ₽",3
"в SME — кредиты — сколько операций нужны сегодня, ок?",SME | Кредиты | Количество операций,3
Запрос на цифры: Офлайн.,Офлайн,1
Уточни на переводы физическим лицам и сверь.,Переводы физическим лицам,1
Нужно быстро посмотреть для sme — что по цифрам?,SME,1
"дОсТавку зАбраЛи? окЕй, спаСиБО!",,0
"Эй, по про по счетам где статистика?",По счетам,1
"Проверь по Переводы физическим лицам — сумма, млн ₽ — Переводы — в corporate — по межбанковские и отправь.","Corporate | Переводы | Переводы физическим лицам | Межбанковские | Сумма, млн ₽",5
"Напомни: что видно по СУММА, МЛН ₽?","Сумма, млн ₽",1
"По в До востребования, в Retail, для плавающая ставка, ВКЛАДЫ сделай выгрузку срочно!",Retail | Вклады | До востребования | Плавающая ставка,4
По по Corporate / в потребкредиты / по Офлайн / НОВЫЕ сделай выгрузку срочно!,Corporate | Потребкредиты | Офлайн | Новые,4
"Нужно быстро посмотреть в retail, сколько операций, про переводы, по переводы физическим лицам — что по цифрам?",Retail | Переводы | Переводы физическим лицам | Количество операций,4
"А что у нас по RETAIL + сумма, млн ₽ + для переводы?","Retail | Переводы | Сумма, млн ₽",3
"Срочно по в Плавающая ставка / Вклад / краткосрочные / Длинные / по сумма, млн ₽ / corporate, плиз.","Corporate | Вклады | Краткосрочные | Плавающая ставка | Длинные | Сумма, млн ₽",6
"Срочно по по переводы юридическим лицам + на срочные + про количество операций + в Retail, плиз.",Retail | Переводы юридическим лицам | Срочные | Количество операций,4
"Можно отчёт по на вклады; КРАТКОСРОЧНЫЕ; Сумма, млн ₽ прямо сейчас?","Вклады | Краткосрочные | Сумма, млн ₽",3
"Можно отчёт по sme, в межбанковские, для переводы, Переводы юридическим лицам прямо сейчас?",SME | Переводы | Переводы юридическим лицам | Межбанковские,4
Нужно быстро посмотреть про вторичка / на кредиты / для количество операций — что по цифрам?,Кредиты | Вторичка | Количество операций,3
"Проверь в Кредиты, по сумме, Без господдержки и отправь.","Кредиты | Без господдержки | Сумма, млн ₽",3
"Покажи, пж, на corporate.",Corporate,1
Запрос на цифры: на потребкредиты / по SME / по операциям / по офлайн / НОВЫЕ.,SME | Потребкредиты | Офлайн | Новые | Количество операций,5
Уточни в количество операций — corporate — кредиты — ПОТРЕБКРЕДИТЫ и сверь.,Corporate | Кредиты | Потребкредиты | Количество операций,4
Уточни по SME; Вклды и сверь.,SME | Вклады,2
"Дсотавку забрали? окей, спасибо!",,0
пОЧему интеРНеТ ЛагАеТ опяТь?,,0
Нужно быстро посмотреть на ипотека — что по цифрам?,Ипотека,1
Нужно быстро посмотреть SME; Онлайн; для потребкредиты; количество операций; для кредиты — что по цифрам?,SME | Кредиты | Потребкредиты | Онлайн | Количество операций,5
"Эй, по в без господдержки + для sme + кол-во операций + ВТОРИЧКА + ипотека + кредиты где статистика?",SME | Кредиты | Ипотека | Вторичка | Без господдержки | Количество операций,6
"для срочные нужны сегодня, ок?",Срочные,1
Запрос на цифры: Онлайн — Новые — в Retail — в потребкредиты — по операциям — по кредиты.,Retail | Кредиты | Потребкредиты | Онлайн | Новые | Количество операций,6
"каК ДеЛа? чАйнИк кипиТ, всЁ нОрМ.",,0
А что у нас по на агентские обязательства — С ПРОДЛЕНИЕМ — в кредиты — на год — corporate?,Corporate | Кредиты | Агентские обязательства | На год | С продлением,5
Собери мне сколько по сумме; Вклады; в Плавающая ставка; для corporate; краткосрочные и кинь.,"Corporate | Вклады | Краткосрочные | Плавающая ставка | Сумма, млн ₽",5
бРонь нА заВтРА подтвЕрдиШь?,,0
Запрос на цифры: в Потребкредиты + по Retail.,Retail | Потребкредиты,2
Проверь Плавющая ставка / про corporate / для короткие / ВКЛАДЫ и отправь.,Corporate | Вклады | Плавающая ставка | Короткие,4
"Можно отчёт по в SME, Переводы юридическим лицам, про переводы, сколько операций прямо сейчас?",SME | Переводы | Переводы юридическим лицам | Количество операций,4
"Нужно быстро посмотреть Сумма, млн ₽ / по Retail / переводы / в межбанковские — что по цифрам?","Retail | Переводы | Межбанковские | Сумма, млн ₽",4
Дай сводку: в Переводы физическим лицам + про переводы + количество операций.,Переводы | Переводы физическим лицам | Количество операций,3
"Собери мне в вклады — для длинные — по Сумма, млн ₽ — про краткосрочные — Retail и кинь.","Retail | Вклады | Краткосрочные | Длинные | Сумма, млн ₽",5
"Срочно по в количество операций / До востребования / для длинные / на вклады / ФИКСИРОВАННАЯ СТАВКА / для sme, плиз.",SME | Вклады | До востребования | Фиксированная ставка | Длинные | Количество операций,6
"Уточни про corporate + сумма, млн ₽ + агентские + в кредиты + по договоры и сверь.","Corporate | Кредиты | Агентские | Договоры | Сумма, млн ₽",5
Нужно быстро посмотреть ПЕРЕВОДЫ ЮРИДИЧЕСКИМ ЛИЦАМ — что по цифрам?,Переводы юридическим лицам,1
"А что у нас по Переводы физическим лицам — Переводы — по retail — в сумма, млн ₽ — МЕЖБАНКОВСКИЕ?","Retail | Переводы | Переводы физическим лицам | Межбанковские | Сумма, млн ₽",5
"Запрос на цифры: по retail, итоговая сумма, про рефинансирование, офлайн, по потребкредиты.","Retail | Потребкредиты | Офлайн | Рефинансирование | Сумма, млн ₽",5
Запрос на цифры: sme / по Потребкредиты / по Кредиты / в Онлайн / в Новые.,SME | Кредиты | Потребкредиты | Онлайн | Новые,5
По в Переводы сделай выгрузку срочно!,Переводы,1
Дай сводку: в короткие; RETAIL; в до востребования; Количеств оопераций; Вклады; Фиксированная ставка.,Retail | Вклады | До востребования | Фиксированная ставка | Короткие | Количество операций,6
"Покажи, пж, на межбанковские / количество операций / Срочные.",Межбанковские | Срочные | Количество операций,3
"Можно отчёт по в сумма, млн ₽; До востребования; плаВаюЩая сТавКА; по corporate; на короткие; ВКЛАДЫ прямо сейчас?","Corporate | Вклады | До востребования | Плавающая ставка | Короткие | Сумма, млн ₽",6
"Покажи, пж, по кредиты.",Кредиты,1
про retail; в потребкредиты; про новые; по Онлайн; Кредиты; Количество опраций. Срочно пришли отчёт.,Retail | Кредиты | Потребкредиты | Онлайн | Новые | Количество операций,6
кушал же? перерыв сделай.,,0
Где ПреЗентаЦия вЧеРАшняя Лежит?,,0
А что у нас по для межбанковские; на sme; про количество операций; переводы; на переводы юридическим лицам?,SME | Переводы | Переводы юридическим лицам | Межбанковские | Количество операций,5
"Можно отчёт по ПЕРВИЧКА + на кредиты + с господдержкой + для сумма, млн ₽ + Retail + в Ипотека прямо сейчас?","Retail | Кредиты | Ипотека | Первичка | С господдержкой | Сумма, млн ₽",6
по кредиты; в Рефинансирование; по количество операций; по Офлайн. Срочно пришли отчёт.,Кредиты | Офлайн | Рефинансирование | Количество операций,4
"Запрос на цифры: про retail / для потребкредиты / сумма, млн ₽ / ОФЛАЙН.","Retail | Потребкредиты | Офлайн | Сумма, млн ₽",4
Уточни CORPORATE; по сумме и сверь.,"Corporate | Сумма, млн ₽",2
Проверь в плавающая ставка — ReTail — по количество операций — по вклады и отправь.,Retail | Вклады | Плавающая ставка | Количество операций,4
"Нужно быстро посмотреть Длинные, До востребования, по Плавающая ставка, на количество операций, по sme — что по цифрам?",SME | До востребования | Плавающая ставка | Длинные | Количество операций,5
количество операций; в Retail; рКедиты; Ипотек. Срочно пришли отчёт.,Retail | Кредиты | Ипотека | Количество операций,4
"А что у нас по Количество операций, на переводы юридическим лицам, по Переводы, sme, в межбанковские?",SME | Переводы | Переводы юридическим лицам | Межбанковские | Количество операций,5
"Нужно быстро посмотреть на сумма, млн ₽ + на corporate — что по цифрам?","Corporate | Сумма, млн ₽",2
Дай сводку: в офлайн.,Офлайн,1
"Нужно быстро посмотреть для сумма, млн ₽ + для retail + в кредиты — что по цифрам?","Retail | Кредиты | Сумма, млн ₽",3
Дай сводку: дО ВосТребоваНИя + про короткие + на retail + Плавающая ставка + в Вклады + про количество операций.,Retail | Вклады | До востребования | Плавающая ставка | Короткие | Количество операций,6
Напомни: что видно по на фиксированная ставка — Вклады — Corporate — для количество операций?,Corporate | Вклады | Фиксированная ставка | Количество операций,4
"Эй, по ПЕРЕВОДЫ — Количество операций — в Внутри компании где статистика?",Переводы | Внутри компании | Количество операций,3
"Срочно по до востребования + по Retail + для короткие + ПЛАВАЮЩАЯ СТАВКА + Вклады + Количество операций, плиз.",Retail | Вклады | До востребования | Плавающая ставка | Короткие | Количество операций,6
По на corporate + для количество операций сделай выгрузку срочно!,Corporate | Количество операций,2
Дай сводку: До востребования — длинные — про фиксированная ставка — в corporate — по сумме.,"Corporate | До востребования | Фиксированная ставка | Длинные | Сумма, млн ₽",5
Вклады + до востребования + в Короткие + сколько по сумме + для sme + фиксированная ставка. Срочно пришли отчёт.,"SME | Вклады | До востребования | Фиксированная ставка | Короткие | Сумма, млн ₽",6
Запрос на цифры: про вклады; по Короткие; по sme; для до востребования; сколько по сумме; на фиксированная ставка.,"SME | Вклады | До востребования | Фиксированная ставка | Короткие | Сумма, млн ₽",6
"по Плавающая ставка, про краткосрочные нужны сегодня, ок?",Краткосрочные | Плавающая ставка,2
"Срочно по ПЕРЕВОДЫ / про sme, плиз.",SME | Переводы,2
А что у нас по для sme; До востребования; на плавающая ставка; Вклады; по количество операций?,SME | Вклады | До востребования | Плавающая ставка | Количество операций,5
кушла уже? перерыв сделай.,,0
"По про переводы юридическим лицам, в межфилиальные, на retail, количество операций сделай выгрузку срочно!",Retail | Переводы юридическим лицам | Межфилиальные | Количество операций,4
Запрос на цифры: по Переводы физическим лицам.,Переводы физическим лицам,1
"Эй, по ОНЛАЙН / по Рефинансирование / в Кредиты / в Сумма, млн ₽ где статистика?","Кредиты | Онлайн | Рефинансирование | Сумма, млн ₽",4
"Нужно быстро посмотреть по Вклады, на краткосрочные, в фиксированная ставка, в Количество операций, по SME — что по цифрам?",SME | Вклады | Краткосрочные | Фиксированная ставка | Количество операций,5
"Эй, по про вклады — retail — на количество операций где статистика?",Retail | Вклады | Количество операций,3
